Id	Name	Started_Airing	Score	Release_Year	Synopsis	Episodes	Studio	Rating	Type	Source	Genres
53802	2.5-jigen no Ririsa	2024-07-05	7.4	2024	"After a disastrous romantic confession, Masamune Okumura finds solace in the fictional world of anime and manga. Now a second-year high school student and the president of the Manga Research Club, Masamune spends a peaceful existence watching the adventures of the angel Liliel, his favorite character.

In the beginning of the academic year, Masamune’s life is turned upside down when he meets first-year student Ririsa Amano, a passionate cosplay practitioner. Despite Masamune's initial reluctance, the determined young woman manages to convince him to become her personal photographer for the production of a collection dedicated to their common favorite character: Liliel.

As Masamune enthusiastically discovers the world of cosplay and photo editing, he is unexpectedly reunited with his childhood friend Mikari Tachibana, who has become a model in the hope of impressing her beloved upperclassman. Realizing that modeling is not enough to intrigue the hopeless otaku, Mikari decides to join the club and become a cosplayer herself, all to finally have a chance at winning Masamune's heart. However, Masamune's love for fictional characters may not be capable of extending to those who impersonate them.

[Written by MAL Rewrite]"	24	J.C.Staff	PG-13 - Teens 13 or older	TV	Manga	Comedy;Ecchi
53833	Watashi no Oshi wa Akuyaku Reijou.	2023-10-03	7.4	2023	"Rei Oohashi is a burned-out office worker by day but otome game heroine Rae Taylor by night. After her long workdays, Rei immerses herself in the world of her favorite dating sim, Revolution, as a student at Bauer Kingdom's prestigious Royal Academy. Instead of focusing on the male love interests, Rei obsesses over the romantic rival: the game's villainess, Claire François. One evening, however, Rei's exhaustion catches up with her and she passes away.

When Rei opens her eyes again, she finds herself reincarnated as Rae and in the presence of her beloved Claire. Given this miraculous opportunity, she wastes no time declaring her love for the golden-haired villainess and her endearing attempts at bullying. Winning Claire's heart is no easy feat, especially as the game persistently throws the three male leads at Rae—but she has no intention of allowing the dating sim logic to come between her and the one she truly loves.

[Written by MAL Rewrite]"	12	Platinum Vision	PG-13 - Teens 13 or older	TV	Light novel	Comedy;Fantasy;Girls Love
54437	Lian Qi Shi Wan Nian	2023-02-18	7.4	2023	"One hundred thousand years ago, he was the founding disciple of the Tianlan Sect, his master ascended to the top, and he was refining Qi. Ninety thousand years ago, his martial nephew ascended, and he was refining Qi. Fifty thousand years ago, the old dog who was the gatekeeper of Tianlanzong also ascended, and he was still refining Qi. Thirty thousand years ago, the old tree at the foot of the mountain also became a demon, and he was still refining Qi before he could pass the catastrophe. Ten thousand years ago, Zhang Wuji, the 9872nd generation disciple of Tianlanzong, also ascended, and Xu Yang silently refined Qi. He retreated for 10,000 years, and finally, he broke through the 9999th floor of the Qi refining period! Ten thousand years later, he broke through and came out!

(Source: Baidu)"	260	Suoyi Technology	PG-13 - Teens 13 or older	ONA	Web novel	Action;Adventure;Fantasy
54761	3-nen Z-gumi Ginpachi-sensei Announcement Special	2023-03-19	7.4	2023	Announcement for 3-nen Z-gumi Ginpachi-sensei.	1	Bandai Namco Pictures	PG-13 - Teens 13 or older	Special	Light novel	Comedy
54803	Captain Tsubasa Season 2: Junior Youth-hen	2023-10-01	7.4	2023	"The International Junior Youth Tournament in Paris, France, is about to begin, and Tsubasa, Misaki, Wakabayashi, Hyuga, and Wakashimazu are ready. Japan’s team of elite players is to face off against the best the soccer world has to offer. Germany’s Schneider, France’s Pierre, Argentina’s Diaz, and Italy’s Hernandez await, along with a host of other new rivals. Let the battle begin!

(Source: VIZ Media)"	39	Studio Kai	G - All Ages	TV	Manga	Sports
54850	Oooku	2023-06-29	7.4	2023	"Edo-period Japan stands strong and proud, decades after its imminent doom was prophesied. The new shogun, Yoshimune ""Nobu"" Tokugawa, encounters an array of traditions that, to her modern judgment, make little sense. An epidemic exclusively rages among men, resulting in men making up only one-fifth of the population. Still, three thousand young, agile, and beautiful men serve in the Oooku—the shogun's Inner Chambers.

To unearth the origins of the existing hierarchy where women head their families and govern the nation, Nobu reviews the chronicles of the odd disease. Customs and traditions have changed to accommodate for the plague; these new laws dictate the current culture and reflect the cruel story of the first female shogun, Iemitsu Tokugawa. Most notably, these customs seem to lead back to the moment a young monk, Arikoto Madenokoji, must abandon his way of life and devote his remaining days to the shogun and her Oooku.

[Written by MAL Rewrite]"	10	Studio Deen	R - 17+ (violence & profanity)	ONA	Manga	Drama
54875	Zhui Xu	2023-04-23	7.4	2023	"The business elite—Yi Ning traveled to the Wu Dynasty in an alternate history, and became a son-in-law with a low status—surnamed Ning, named Yi, and a courtesy name Liheng. Because Yi Ning dreamed of martial arts since childhood, he simply hid his already familiar business skills in the second life, and aspired to become a generation of heroes. Unexpectedly, the morals of the world are not as simple as he thought. After becoming Ning Yi, not only was he involved in important court cases, but the Su family that he had joined was also threatened by powerful enemies... 

(Source: Bilibili, Google translated &amp; edited)"	12	Oriental Creative Color	PG-13 - Teens 13 or older	ONA	Novel	Action;Comedy
54912	Sukebe Elf Tanbouki	2023-07-07	7.4	2023	"Kazu Notus, a biologist, sets out on a journey to study the race known as ""lewd elves"". Soon, he experiences firsthand why exactly they are known by such a name."	2	T-Rex	Rx - Hentai	OVA	Manga	Fantasy;Hentai
54913	Shinmai Ossan Boukensha, Saikyou Party ni Shinu hodo Kitaerarete Muteki ni Naru.	2024-07-02	7.4	2024	"Determined to pursue his glorious childhood dreams, 30-year-old Rick Gladiatol, a modest clerk in the adventurers' guild, is offered a once-in-a-lifetime opportunity after he fatefully encounters the dark elf Reanette Elfelt. Reanette happens to be an elite adventurer of the legendary party Orichalcum Fist, whose members welcome Rick under the condition that he follow a Spartan training.

Two years later, Rick is finally ready to take the E-Rank exam officially qualifying him as an adventurer. However, raw magical power can only be developed until one turns 20. As such, Rick faces the general hostility of fellow participants and examiners alike, leaving him no choice but to show the world that his hellish training has turned him into an invincible warrior.

[Written by MAL Rewrite]"	12	Yumeta Company	PG-13 - Teens 13 or older	TV	Light novel	Action;Adventure;Fantasy
55749	Megami no Café Terrace 2nd Season	2024-07-05	7.4	2024	"It has been months since Hayato Kasukabe decided to save his late grandmother's cafe, Familia Café Terrace, from permanently closing its doors. He and the five ""goddesses"" who serve as the cafe's mascots—Ouka Makuzawa, Akane Hououji, Riho Tsukishima, Shiragiku Ono, and Ami Tsuruga—persevere through all the hardships of maintaining a business to stay afloat for as long as possible.

Rougher times await them when a new competitor cafe, Family, appears with the sole intent of bringing Familia down. To come out on top of this business competition, Hayato must use his wits, fortify his trust in the girls, and figure out how to entice customers to continue supporting Familia.

To further complicate matters, the girls slowly begin to develop feelings for Hayato, causing tensions within the group. As this can potentially pose an even greater threat to Familia's survival, the five goddesses need to find a way to compromise and unite at all costs.

[Written by MAL Rewrite]"	12	Tezuka Productions	PG-13 - Teens 13 or older	TV	Manga	Comedy;Ecchi;Romance
56038	Lazarus	2025-04-06	7.4	2025	"The year is 2052—an era of unprecedented peace and prosperity prevails across the globe. The reason for this: mankind has been freed from sickness and pain. Nobel Prize winning neuroscientist Dr. Skinner has developed a miracle cure-all drug with no apparent drawbacks called Hapuna. Hapuna soon becomes ubiquitous... and essential. However, soon after Hapuna is officially introduced, Dr. Skinner vanishes.

Three years later, the world has moved on. But Dr. Skinner has returned—this time, as a harbinger of doom. Skinner announces that Hapuna has a short half-life. Everyone who has taken it will die approximately three years later. Death is coming for this sinful world—and coming soon.

As a response to this threat, a special task force of five agents is gathered from across the world to save humanity from Skinner’s plan. This group is called ""Lazarus."" Can they find Skinner and develop a vaccine before time runs out?

(Source: Adult Swim, edited)"	13	MAPPA	PG-13 - Teens 13 or older	TV	Original	Action;Suspense
56701	Watashi no Shiawase na Kekkon 2nd Season	2025-01-06	7.4	2025	"Following the awakening of her Dream-Sight ability, Miyo Saimori reunites with her fiancé, Kiyoka Kudou, the captain of the special forces protecting the country against ill-intended individuals gifted with exceptional powers. However, the couple's blissful life is suddenly interrupted when Takaihito, the top contender for the imperial throne, sends Kiyoka on a dangerous mission.

Traveling with Miyo to the remote household of his parents, Kiyoka must investigate unusual reports of demons in the region. Meanwhile, Miyo tries to gain the approbation of her callous mother-in-law, Fuyu, who refuses to recognize her as a family member.

After Kiyoka repels an attack by the Gifted Communion, a subversive sect of special abilities wielders, he returns to the capital alongside his fiancée. As the looming threat against the imperial authority intensifies, Kiyoka must thwart the Gifted Communion's plans to protect Miyo and everyone he holds dear.

[Written by MAL Rewrite]"	13	Kinema Citrus	PG-13 - Teens 13 or older	TV	Novel	Drama;Fantasy;Romance
56764	Aoshi Jiuchong Tian	2023-10-01	7.4	2023	Reborn for the sake of a previous life. Reborn for the sake of martial arts. Chu Yang was under attack for the sake of the Jiu Jie Sword. Our hero was trapped and outnumbered by plunderers. Unexpectedly, between life and death, he was brought back 16 years in the past. Is this fate, or a coincidence? Will Chu Yang be able to change the past?	12	Foch Film	PG-13 - Teens 13 or older	ONA	Web novel	Action;Adventure;Fantasy
56843	Goukon ni Ittara Onna ga Inakatta Hanashi	2024-10-05	7.4	2024	"College student Tokiwa gets invited to a mixer by his female classmate Suo. But when he arrives with his friends, they're greeted by three dazzlingly handsome men?!

(Source: Square Enix)"	12	Ashi Productions	PG-13 - Teens 13 or older	TV	Web manga	Comedy;Romance
56890	Show	2023-09-06	7.4	2023	Music videos for the song Show by Ado.	2	""	PG-13 - Teens 13 or older	Music	Original	Supernatural
57325	Ramen Akaneko	2024-07-04	7.4	2024	"Meet Tamako, who's found her way into an interview at a ramen shop run solely by cats. When the feline manager asks if she likes cats, Tamako admits that she's actually more of a dog person...only to be hired on the spot! But her job description isn't quite what she expects — rather than serving ramen, she's now a dedicated cat caretaker...?!

(Source: MANGA Plus)"	12	E&H Production	PG-13 - Teens 13 or older	TV	Manga	Comedy
57362	Hoshifuru Oukoku no Nina	2024-10-10	7.4	2024	"On the dusty streets of the castle town Dayah in the Fortna Kingdom, a young orphan named Nina steals for survival. Experiencing one tragedy after another, she has little to hope for in her life. Believing it best for Nina, her closest friend, Saji, hands her over to Second Prince Azure Seth Fortna, who has been searching for someone with unique and intense deep-blue eyes—just like Nina's.

The kingdom's princess, the revered Astral Priestess Alisha, has recently died on her way to the Galgada Kingdom, where she was to marry the tyrant First Prince Sett. However, her death is concealed for political reasons, and that is where Nina needs to step in. With nowhere else to go and no one to turn to, Nina assumes Alisha's identity and future duties. But with each moment spent with Azure, Nina feels herself drawn to his warmth, fearing that once she is wed to another, nobody will remain to remember her true self.

[Written by MAL Rewrite]"	12	Signal.MD	PG-13 - Teens 13 or older	TV	Manga	Romance
57719	Akuyaku Reijou Tensei Ojisan	2025-01-10	7.4	2025	"Although Kenzaburou Tondabayashi is a 52-year-old bureaucrat, he is well versed in reincarnation stories where a protagonist suddenly awakens in a fantasy world. After being hit by a truck, Kenzaburou lands in that exact situation. However, what baffles him is the fact he wound up in the world of an otome game—as the young villainess and the daughter of a duke, Grace Auvergne.

Fortunately for Kenzaburou, he is somewhat familiar with his new world, as it is based on the game called Magical Academy: Love &amp; Beast. He was a proud father in his previous life, and he often listened to his daughter rave about the game's setting and characters. Armed with background knowledge and a lifetime's worth of dad skills, Kenzaburou strives to make the most of his new life, though his kind-hearted nature makes it difficult to fully embrace the role of a villainess.

[Written by MAL Rewrite]"	12	Ajia-do	PG-13 - Teens 13 or older	TV	Manga	Comedy;Fantasy
57947	Mayonaka Punch	2024-07-08	7.4	2024	"Masaki's career on NewTube ends abruptly when the Harikiri Sisters decide to kick her out of their group during a livestream. With her bad reputation, Masaki has a slim chance of returning to popularity with a solo channel and she is plagued by comments of hate.

Masaki soon meets Live, a vampire who just woke up from her slumber in which she dreamed of Masaki and developed an obsession with her. Believing this discovery will be the next internet sensation, Masaki forms a pact with Live: in exchange for Masaki's blood, Live will help her reach the milestone of a million subscribers.

Now, with the other vampires in Live's house on board with Masaki's ambitious plan, she and Live work together to film videos and restore her to career glory.

[Written by MAL Rewrite]"	12	P.A. Works	PG-13 - Teens 13 or older	TV	Original	Comedy;Supernatural
58079	Lutu Weiji! Sheng Freya Hao Tebie Shijian	2024-02-09	7.4	2024	"This is the much-anticipated perfect vacation for everyone.
On the luxurious spaceship, St. Freya, heading towards the moon, we believed we could enjoy this rare and relaxing journey to the fullest — or so we thought.

Mysterious shadows, sudden weightlessness, disappearing items, glaringly faulty alibi...
Is the culprit among us?

(Source: Official Twitter account)"	1	HuaMei Animation	PG-13 - Teens 13 or older	ONA	Game	Comedy;Mystery;Sci-Fi
58511	Nanatsu no Taizai: Mokushiroku no Yonkishi 2nd Season	2024-10-06	7.4	2024	Second season of Nanatsu no Taizai: Mokushiroku no Yonkishi.	12	Telecom Animation Film	PG-13 - Teens 13 or older	TV	Manga	Action;Adventure;Fantasy
59425	NegaPosi Angler	2024-10-03	7.4	2024	"For blasé college dropout Tsunehiro Sasaki, life has become hopeless. After failing to enter a top university, he has lost all his money trading on financial markets and is now critically indebted. To add to his misery, he learns that he only has at most two years left to live due to an incurable disease.

The trajectory of Tsunehiro's life suddenly changes after a group of amateur fishermen saves him from drowning as he was trying to escape from a trio of creditors. While Takaaki Tsutsujimori pushes Tsunehiro to work at the group's workplace—a convenience store that doubles as a fishing shop—Hana Ayukawa tries to share her love for fishing.

Although the attempts of the joyful group of anglers initially prove unsuccessful, Takaaki urges Tsunehiro to take a fresh start in life, and the young man eventually accepts the fishing enthusiast's assistance to pay off his debts. As work, friendships, and an unfamiliar hobby all suddenly find their way into his life, Tsunehiro must find the strength to change his ways if he wants to make the best of his remaining time.

[Written by MAL Rewrite]"	12	Nut	PG-13 - Teens 13 or older	TV	Original	Slice of Life
59428	Yuureisensen	2024-07-30	7.4	2024	Music video for the song Yuureisensen by Houshou Marine.	1	Studio Kai	PG-13 - Teens 13 or older	Music	Original	Action;Fantasy
60089	Chang Sheng Jie	2024-10-29	7.4	2024	"The World of Immortals, it is the world every mortals long for. For many, it is an eternal glory to distort the dimension and enter the World of Immortals. But the vicissitude of time is simply merciless, the legends regarding immortality had long been forgotten. However, a miracle shall rise once more! An immortal was about to distort the dimension with martial arts and cut all ties with the mortal world. The protagonist, Xiao Chen, was caught up in it and accidentally brought to the World of Immortals. What will they find in the vast world beyond the rift?

(Source: MU)"	26	Qingxiang Culture	PG-13 - Teens 13 or older	ONA	Novel	Action;Action;Adventure;Adventure;Fantasy;Fantasy
60407	Kimi to Idol Precure♪	2025-02-02	7.4	2025	"Uta Sakura is a lively and energetic middle school student who loves singing.
One day, while walking her dog, she encounters a cute, peach-like fairy named Purirun, who is searching for the Legendary Protectors ""Idol Precure."" Purirun's hometown, KirakiLand, was a peaceful, sparkly place but has been forced into darkness by the villainous Darkine, leader of the Chokkiri Gang. Uta decides to help Purirun search for cheerful and happy people to become the Precure so KirakiLand can become bright again.
Suddenly, the Chokkiri gang arrive in Hanamichi Town, Uta's hometown, and steal the sparkles from the townspeople. Uta decides to illuminate the darkness with sparkles from her song and is granted the power to transform into the Legendary Protector, Cure Idol."	49	Toei Animation	G - All Ages	TV	Original	Action;Action
60787	Xingchen Bian 6th Season	2025-01-30	7.4	2025	Sixth season of Xingchen Bian.	28	Foch Film	PG-13 - Teens 13 or older	ONA	Novel	Action;Adventure;Fantasy;Romance
27	Trinity Blood	2005-04-29	7.3	2005	"Following Armageddon, an apocalyptic war, mankind faces yet another menace: vampires. The continuous confrontations between the races have split the world into separate factions. The race of vampires, Methuselah, are affiliated with the New Human Empire; whereas the humans, deemed Terrans by the vampires, make up the Vatican Papal State. Furthermore, extremist groups like the Rosenkreuz Order strive to rekindle a war, despite the factions' attempts to avoid direct conflict.

To combat terrorist organizations, the Vatican has implemented the AX unit. Led by Cardinal Caterina Sforza, the AX agents investigate vampire-related disturbances with hopes that the Terrans and the Methuselah will one day achieve peaceful coexistence. Amongst the AX unit is priest Abel Nightroad—a seemingly disoriented but gentle-hearted fellow who is a fierce vampire slayer on the battlefield. Joining the unit as his partner is agent Sister Esther Blanchett, a brave and gentle young nun troubled with a tragic past. 

As the two grow closer, they begin to uncover signs of malicious schemes and dark forces working in the shadows. But the path they walk is riddled with misfortune that might just force them to confront the memories that plague their hearts.

[Written by MAL Rewrite]"	24	Gonzo	R - 17+ (violence & profanity)	TV	Light novel	Action;Fantasy;Sci-Fi
49	Aa! Megami-sama!	1993-02-21	7.3	1993	When college student Keiichi Morisato dials the wrong number while ordering for some food at his dormitory, he accidentally gets connected to the Goddess Hotline and a beautiful goddess named Belldandy appears out of a mirror in front of him. After getting kicked out of the dorm, Keiichi and Belldandy move to an old shrine and soon afterwards, Belldandy's sisters Urd and Skuld move in.	5	AIC	PG-13 - Teens 13 or older	OVA	Manga	Comedy;Romance;Supernatural
50	Aa! Megami-sama! (TV)	2005-01-07	7.3	2005	"In a world where humans can have their wish granted via the Goddess Help Hotline, a human, Keiichi Morisato, summons the Goddess Belldandy by accident and jokes that she should stay with him forever. Unfortunately for him, his ""wish"" is granted.

Suddenly, Keiichi is now living with this gorgeous woman all alone, causing him to be kicked out of the all-male dormitory he was staying in. But soon, after they find lodging in a Buddhist temple, Keiichi and Belldandy's relationship begins to blossom. Although they are both awkward and rather uncomfortable with one another at first, what awaits these two strangers could turn out to be an unexpected romance.

[Written by MAL Rewrite]"	24	AIC	PG-13 - Teens 13 or older	TV	Manga	Comedy;Romance;Supernatural
52	Kidou Tenshi Angelic Layer	2001-04-01	7.3	2001	12-year-old Misaki Suzuhara has just gotten involved in Angelic Layer, a battling game using electronic dolls called angels. Even as a newbie, Misaki shows advanced skills as she meets new friends and enters Angelic Layer tournaments to fight the greatest Angelic Layer champions of the nation.	26	Bones	PG-13 - Teens 13 or older	TV	Manga	Award Winning;Comedy;Drama;Sci-Fi
68	Black Cat	2005-10-07	7.3	2005	"Completing every job with ruthless accuracy, Train Heartnet is an infamous assassin with no regard for human life. Donning the moniker ""Black Cat"" in the underground world, the elite killer works for the powerful secret organization known only as Chronos.

One gloomy night, the blasé gunman stumbles upon Saya Minatsuki, an enigmatic bounty hunter, and soon develops an odd friendship with her. Influenced by Saya's positive outlook on life, Train begins to rethink his life. Deciding to abandon his role as the Black Cat, he instead opts to head down a virtuous path as an honest bounty hunter. However, Chronos—and particularly Creed Diskenth, Train's possessive underling—is not impressed with Train's sudden change of heart and vows to resort to extreme measures in order to bring back the emissary of bad luck.

This assassin turned ""stray cat"" can only wander so far before the deafening sound of gunfire rings out.

[Written by MAL Rewrite]"	23	Gonzo	PG-13 - Teens 13 or older	TV	Manga	Action;Adventure;Sci-Fi
75	Soukyuu no Fafner: Dead Aggressor	2004-07-05	7.3	2004	"Tatsumiyajima is the central island in the middle of a small cluster of islands, in a sleepy backwater of the Japanese isles. Not much happens there, and the island's young people go to school knowing that their lives are likely to remain peaceful and undisturbed. Or so they have been taught... but the truth is different. The fate of mankind is on the line, and Tatsumiyajima is the last line of defense against a hostile and incomprehensible enemy. At the center of it all, fighting for Humanity's continued existence, is the giant robot Fafner, the dragon that guards this final treasure of mankind.

(Source: ANN)"	25	Xebec	PG-13 - Teens 13 or older	TV	Original	Action;Drama;Sci-Fi
92	Kidou Shinseiki Gundam X	1996-04-05	7.3	1996	"When one space colony declared its independence from the Earth Federation, the devastating 7th Space War, an all-out war between Earth and space, resulted. The Federation responded to the Space Revolutionary Army with mobile suits, called Gundams. However, the Space Revolutionary forces played their trump card and dropped hundreds of space colonies onto the Earth, plunging the planet into a seven-year-long nuclear winter. The Federation collapsed, but the Space Revolutionary Army was unable to invade the Earth in the aftermath of the colony drop.

Fifteen years have passed. The year is now After War 0015, and a New Federation has sprung up on Earth to restore order. In space, the colonial leaders have been rebuilding their own forces as well. By chance, fifteen-year-old Garrod Ran has discovered an old Federation mobile suit, the Gundam X, and now he uses it to help out the Vulture ship Freeden in its struggle to keep the powers that be from repeating the mistakes of the past."	39	Sunrise	PG-13 - Teens 13 or older	TV	Original	Action;Adventure;Drama;Sci-Fi
99	Mai-Otome	2005-10-07	7.3	2005	"In the Kingdom of Windbloom, Arika Yumemiya enrolls at Garderobe Academy to become an Otome—a virgin girl who is able to use a HiME (Highly-advanced Materializing Equipment) that bestows destructive abilities. Arika also wishes to find her mother who was a Meister Otome, an Otome of the highest rank responsible for being the personal bodyguard and super weapon of the specific nation they are assigned to.

While attending the academy, Arika makes friends with Nina Wáng, a distinguished Otome student, and Mashiro Blan de Windbloom, the current princess of the kingdom. With them by her side, Arika quickly adjusts to the academy's environment as she spends her days eagerly training, navigating social relationships, and developing her skills as an Otome.

However, Arika soon realizes that the process of becoming an Otome is fraught with dangers and unsavory political dealings. Bombarded with numerous personal dilemmas, Arika must make many sacrifices if she truly wishes to achieve her goals.

[Written by MAL Rewrite]"	26	Sunrise	PG-13 - Teens 13 or older	TV	Original	Comedy;Drama;Fantasy
101	Air	2005-01-07	7.3	2005	"Yukito Kunisaki is on a journey in search of the Winged Maiden who was bound to the sky centuries ago, after hearing an old childhood tale from his mother. As Yukito shows his puppet show to people in an attempt to make some money, he finds himself in a small town in which he did not expect to stay very long. However, when he meets an unusual girl named Misuzu, things take a drastic turn as he is invited to stay with her.

By staying in the quaint town, Yukito soon becomes friends with the locals. As he gets to know them better, he learns of their problems and decides to help, putting his search for the Winged Maiden on hold. With his search on hold, and his growing attachment to Misuzu and the small town, will Yukito ever find the Winged Maiden, or is she closer than he thought?

[Written by MAL Rewrite]"	12	Kyoto Animation	PG-13 - Teens 13 or older	TV	Visual novel	Drama;Romance;Supernatural
113	Uchuu no Stellvia	2003-04-03	7.3	2003	"In the year 2167, a wave of radiation released by the supernova of the nearby star Hydrus Beta caused cataclysmic damage on Earth, leaving millions dead. Now, it is the year 2356. United to rebuild Earth, humanity prepares for the supernova's second wave of destruction. 

In order to protect the planet from future harm, massive space colonies called ""Foundations"" have been built throughout the Solar System. Acting as centers for both knowledge and exploration, it is at one of these Foundations—the Stellvia—that Shima Katase applies to be a preparatory student against her mother's wishes, aspiring to see space directly with her own eyes.

At the Stellvia, Katase trains to become a pilot and hopes to be selected for the ""Great Mission"" to shield Earth from the second wave. While she struggles with both her pilot classes and her tumultuous social life, she slowly grows into someone who might just be able to protect humanity.

[Written by MAL Rewrite]"	26	Xebec	PG-13 - Teens 13 or older	TV	Original	Action;Romance;Sci-Fi
117	Shinpi no Sekai El-Hazard	1995-05-26	7.3	1995	"After Makoto Mizuhara agrees to testify against the boisterous student council president Katsuhiko Jinnai for bribing school clubs in the recent student council elections, Jinnai chases him down in an attempt to silence his self-proclaimed rival. Suddenly, during the chase, time stops for everyone—except Makoto. Perplexed, he wanders around the campus until he notices a light coming from the school's closed-off basement, where an ancient relic had just been uncovered.

Makoto is walking toward the artifact surrounded by strings of light, when out of it comes an otherworldly woman who claims she has been waiting for ten thousand years to see him. Weakened by the passage of time, she uses her remaining power to transport a confused Makoto to another world, which she refers to as El-Hazard. However, others who are still at school are also caught in the spell, namely: Jinnai; Masamichi Fujisawa, the alcoholic teacher; and Nanami Jinnai, the headstrong sister of president Jinnai.

The fantastical and magnificent world of El-Hazard awaits these four individuals where they will become entangled in the story of its inhabitants and embark on an adventure filled with laughter, danger, and even romance.

[Written by MAL Rewrite]"	7	AIC	PG-13 - Teens 13 or older	OVA	Original	Adventure;Comedy;Fantasy;Romance
158	Maria-sama ga Miteru	2004-01-08	7.3	2004	"Sachiko Ogasawara, a brilliant and refined student at Lillian Girls' Academy, hides a troubled personality behind her status as the school idol. She has a deep aversion to men and is revolted by the idea of having to dance with a male student for the upcoming school play. Desiring to step down from her role, she proposes to the Yamayuri Council, Lillian's student council, that she will instead prove her worth by finding a petite sœur—an underclassman who becomes the protegee of her grande sœur.

To the bewilderment of all, Yumi Fukuzawa, the first-year student Sachiko invites to become her petite sœur, refuses the proposal. However, senior Yamayuri Council member Sei Satou proposes a challenge: if Sachiko can convince Yumi to become her petite sœur, she can withdraw from the play. Although Sachiko often struggles to connect with others, she endeavors to do everything in her power to win Yumi over.

[Written by MAL Rewrite]"	13	Studio Deen	PG-13 - Teens 13 or older	TV	Light novel	Drama;Girls Love
161	Peace Maker Kurogane	2003-10-08	7.3	2003	Although traumatized by witnessing the murder of his parents by one of the Choushuu, Ichimura Tetsunosuke's thirst for revenge lead him to desire strength. At the age of 15, Tetsunosuke approached the Shinsengumi, wanting to become one of its members. However, Tetsunosuke lacked the skill, mind and will to emotionlessly cut down whoever threatened peace and the Shinsengumi. Even with the support of his brother Tatsunosuke and his newfound friends of the Shinsengumi, little did Tetsunosuke know the blood and pain he would have to face being part of this historical group.	24	Gonzo	R - 17+ (violence & profanity)	TV	Manga	Action;Comedy
198	Speed Grapher	2005-04-08	7.3	2005	Ten years after the Bubble War, the dichotomy between the rich and the poor in the world becomes more prominent and Japan is no exception. The rich seek to satisfy their desires and derive pleasure for themselves, and Tokyo has materialized into such a city as a result. Saiga, once a war photographer, works for Hibara Ginza in the capitalist state of Tokyo. He infiltrates the Roppongi Club, a secretive base located in the red light district of the city, to collect information about them. However, he was caught in the process and brought forward to a girl called Kagura who was in the midst of a ritual. His contact with Kagura awakens his special ability: the power to make things explode when photographed. In order to unravel the mystery behind the Roppongi Club and Kagura, Saiga begins his solitary battle.	24	Gonzo	R+ - Mild Nudity	TV	Original	Action;Mystery;Suspense
207	Lodoss-tou Senki	1990-06-30	7.3	1990	"Created from the aftermath of the last great battle of the gods, Lodoss and its kingdoms have been plagued by war for thousands of years. As a quiet peace and unity finally become foreseeable over the land, an unknown evil begins to stir. An ancient witch has awakened, bent on preserving the island of Lodoss by creating political unbalance throughout the many kingdoms and keeping any one from maintaining central control. Only a mixed-race party of six young champions, led by the young warrior Parn, stand between this new threat and Lodoss' descent back into the darkness of war and destruction. 

(Source: ANN)"	13	Madhouse	R - 17+ (violence & profanity)	OVA	Light novel	Action;Adventure;Fantasy
238	Rekka no Honoo	1997-07-19	7.3	1997	"Most people think that ninjas are a thing of the past, but Rekka Hanabishi wishes otherwise. Although he comes from a family that makes fireworks, he likes to think of himself as a self-styled, modern-day ninja. Sounds like fun, right? Maybe not. Rekka ends up in lots of fights because he once made the bold announcement that if someone can defeat him, he will become their servant.

Then one day, Rekka meets Yanagi Sakoshita, a gentle girl with the ability to heal any wound or injury. Their meeting sets off a chain of events, which culminate into a shocking discovery. Rekka is the last surviving member of a legendary ninja clan that was wiped out centuries ago. Even more astonishing than being an actual ninja, he also wields the power to control fire. What does this mean for Rekka? Who are these strange people after him and Yanagi? Find out in Rekka no Honoo!"	42	Pierrot	PG-13 - Teens 13 or older	TV	Manga	Action;Adventure
272	Noir	2001-04-06	7.3	2001	"On a sunny afternoon in her Paris apartment, assassin-for-hire Mireille Bouquet receives a strange email from Kirika Yuumura, a young student from Japan, inviting her to ""make a pilgrimage to the past"" together. Initially thinking the email is nonsense, she changes her mind when it begins playing a song that she recognizes from her youth.

Upon first meeting each other in person, the two are suddenly ambushed by gun-wielding men. While Mireille is capable of fending off the assault, she discovers that Kirika is quite adept in combat situations after she takes out several gunmen on her own. Despite her proficiency at killing, Kirika laments her inability to feel remorse for her victims. In addition, Kirika apparently has no memory of how she came to acquire the skills she possesses or even of her real identity.

Sensing shared history between them, Mireille agrees to team up with Kirika, and together, they embark on a journey to uncover the mysteries of their pasts. Operating under the codename ""Noir,"" the duo's fragile alliance is tested as they begin accepting jobs, each one bringing them closer to the truth of who they really are.

[Written by MAL Rewrite]"	26	Bee Train	PG-13 - Teens 13 or older	TV	Original	Action;Drama;Mystery
282	Angel Heart	2005-10-04	7.3	2005	"A young Taiwanese assassin codenamed ""Glass Heart"" committed suicide by jumping off a building, and her heart was pierced by metal fence. Miraculously, her life was saved by heart transplantation. During her recovery she began to experience strange dreams, which lead her to Japan looking for the donor of her heart, who happens to be Kaori Makimura, former partner of City Hunter Ryo Saeba.

The author mentioned in the first tankoubon volume that Angel Heart only shares the same characters of City Hunter but not its continuation. The events are all parallel universe, therefore it has nothing to do with City Hunter. (Source: Wikipedia)"	50	TMS Entertainment	PG-13 - Teens 13 or older	TV	Manga	Action;Drama;Mystery;Romance
